longitude,latitude,mode,mode_name,mode_num
123.417133,41.868337,地铁,三台子(地铁站),2
123.40308,41.917793,地铁,航空航天大学(地铁站),2
123.453579,41.743061,地铁,奥体中心(地铁站),2-9
123.396798,41.793772,地铁,沈阳站(地铁站),1
123.435977,41.817355,地铁,沈阳北站(地铁站),2
123.305686,41.794186,地铁,于洪广场(地铁站),1
123.370794,41.794093,地铁,铁西广场(地铁站),1-9
123.504308,41.80812,地铁,黎明广场(地铁站),1
123.461001,41.801344,地铁,中街(地铁站),1
123.432863,41.792236,地铁,青年大街(地铁站),1-2
123.434229,41.804497,地铁,市府广场(地铁站),2
123.419906,41.789396,地铁,南市场(地铁站),1
123.435871,41.784718,地铁,青年公园(地铁站),2
123.447255,41.796947,地铁,怀远门(地铁站),1
123.438257,41.811745,地铁,金融中心(地铁站),2
123.406644,41.789528,地铁,太原街(地铁站),1
123.435319,41.773193,地铁,工业展览馆(地铁站),2
123.429258,41.822728,地铁,岐山路(地铁站),2
123.470596,41.802831,地铁,东中街(地铁站),1
123.380508,41.796508,地铁,云峰北街(地铁站),1
123.429047,41.833682,地铁,中医药大学(地铁站),2
123.435895,41.760047,地铁,市图书馆(地铁站),2
123.383861,41.81322,地铁,重型文化广场(地铁站),9
123.378755,41.804706,地铁,北二路(地铁站),9
123.386749,41.821366,地铁,皇姑屯(地铁站),9
123.42424,41.839395,地铁,北陵公园(地铁站),2
123.441016,41.753209,地铁,五里河(地铁站),2
123.488594,41.808405,地铁,滂江街(地铁站),1
123.380562,41.768483,地铁,胜利南街(地铁站),9
123.365836,41.787634,地铁,兴华公园(地铁站),9
123.418892,41.847476,地铁,新乐遗址(地铁站),2
123.36126,41.781587,地铁,沈辽路(地铁站),9
123.388938,41.842252,地铁,怒江公园(地铁站),9
123.356113,41.800291,地铁,保工街(地铁站),1
123.358797,41.772247,地铁,滑翔(地铁站),9
123.418239,41.855421,地铁,陵西(地铁站),2
123.467941,41.743596,地铁,天成街(地铁站),9
123.441295,41.734121,地铁,彩霞街(地铁站),9
123.343559,41.803726,地铁,启工街(地铁站),1
123.430201,41.731686,地铁,金阳大街(地铁站),9
123.421603,41.729802,地铁,榆树台(地铁站),9
123.456491,41.731345,地铁,营盘街(地铁站),2
123.485068,41.741192,地铁,朗日街(地铁站),9
123.410242,41.72715,地铁,长白南(地铁站),9
123.344612,41.760797,地铁,吉力湖街(地铁站),9
123.331973,41.805072,地铁,重工街(地铁站),1
123.501572,41.744319,地铁,长青南街(地铁站),9
123.347148,41.750949,地铁,大通湖街(地铁站),9
123.461955,41.719789,地铁,世纪大厦(地铁站),2
123.372388,41.726716,地铁,浑河站(地铁站),9
123.516113,41.747294,地铁,建筑大学(地铁站),9
123.361366,41.732254,地铁,曹仲(地铁站),9
123.309668,41.801583,地铁,迎宾路(地铁站),1
123.415607,41.8864,地铁,医学院(地铁站),2
123.47168,41.709422,地铁,白塔河路(地铁站),2
123.305135,41.781118,地铁,开发大道(地铁站),1
123.482502,41.707485,地铁,全运路(地铁站),2
123.294099,41.771936,地铁,张士(地铁站),1
123.409145,41.907692,地铁,师范大学(地铁站),2
123.277277,41.766026,地铁,四号街(地铁站),1
123.25934,41.765381,地铁,七号街(地铁站),1
123.242537,41.765395,地铁,中央大街(地铁站),1
123.230509,41.765462,地铁,十三号街(地铁站),1
123.39044,41.829748,地铁,淮河街沈医二院(地铁站),9
123.393711,41.929389,地铁,辽宁大学(地铁站),2
123.398316,41.93661,地铁,人杰湖公园(地铁站),2
123.408584,41.946825,地铁,蒲河路(地铁站),2
123.405529,41.956447,地铁,蒲田路(地铁站),2
123.363655,42.038017,公交,加油站(公交站),
122.837029,41.994556,公交,湖广公园南门(公交站),
123.455414,41.614414,公交,河沿村(公交站),
123.355919,42.020161,公交,创业(公交站),
123.308731,42.07296,公交,单家(公交站),
123.354256,42.736027,公交,荣鹏商厦(公交站),
123.418259,42.015392,公交,75中学(公交站),
123.166634,41.969627,公交,老边乡(公交站),
123.325745,41.930908,公交,平罗三村(公交站),
123.658714,41.720608,公交,招呼站(公交站),
123.491196,41.596237,公交,沙河村(公交站),
123.360329,42.048252,公交,金立得驾校(公交站),
123.326851,42.061104,公交,大屯(公交站),
123.348106,42.047337,公交,小营子(公交站),
122.82959,42.006954,公交,西北街派出所(公交站),
123.23806,42.000969,公交,双树(公交站),
123.336365,41.622368,公交,东大产业园(公交站),
123.205482,41.769089,公交,中色泵业(公交站),
123.496017,42.016289,公交,高力屯村(公交站),
123.329605,42.059345,公交,叶家(公交站),
123.516945,41.600239,公交,上头子(公交站),
123.421661,42.015499,公交,财落(公交站),
123.61113,41.646271,公交,李相镇(公交站),
123.362762,42.037682,公交,尹家牌楼(公交站),
123.381958,41.583218,公交,北乱木村(公交站),
123.216469,41.887596,公交,曹台道口(公交站),
123.515709,41.603462,公交,空心砖厂(招呼站)(公交站),
123.354317,42.733784,公交,税务局(公交站),
123.686127,41.99361,公交,董楼子(公交站),
123.559494,41.6968,公交,东陵殡仪馆(公交站),
123.520363,41.584454,公交,小朱庄子(公交站),
123.355263,42.725197,公交,第一城(公交站),
123.353539,42.742798,公交,康平影剧院(公交站),
123.346664,41.68539,公交,迎春街冬青街(公交站),
123.209564,41.777054,公交,沈车劳服(公交站),
123.32505,41.669399,公交,桃李面包厂站(公交站),
123.532684,41.942322,公交,伍尔特工业园(公交站),
122.842949,41.998611,公交,临时站(公交站),
123.208244,41.896015,公交,东大林(公交站),
123.237679,41.898884,公交,马三家火车站(公交站),
122.67347,41.520756,公交,电管站(公交站),
123.334045,41.879921,公交,看守所(公交站),
123.729477,41.865543,公交,晓仁境村(公交站),
123.338898,41.630051,公交,铝合金加工厂(公交站),
123.354317,42.734215,公交,邮局(公交站),
122.829437,41.987915,公交,文荟苑(公交站),
123.339714,41.656536,公交,河畔一期北门(公交站),
123.293922,42.08242,公交,盘古台(公交站),
123.373596,41.981064,公交,新开道(公交站),
123.392593,41.955685,公交,弓匠村(公交站),
123.51619,41.573692,公交,食品厂(临时站)(公交站),
123.505409,41.604191,公交,桃木西(招呼站)(公交站),
123.181168,41.832733,公交,诺木珲(公交站),
123.516808,41.573864,公交,食品厂(公交站),
123.344139,41.881897,公交,文大路沈通高速(公交站),
123.35408,42.739498,公交,县医院(公交站),
123.392029,41.723911,公交,浑南西路胜利大街站(公交站),
123.4384,41.79884,公交,市红十字会医院站(公交站),
123.483772,41.833073,公交,上园小区(临时站)(公交站),
123.571976,41.695801,公交,施家寨(公交站),
123.352585,41.973473,公交,富发小卖店(公交站),
123.326363,41.662292,公交,公安局(公交站),
123.686508,41.681923,公交,招呼站(祝家政府)(公交站),
123.207916,42.000671,公交,盛北家苑(公交站),
123.391815,41.819111,公交,同江街步云山路站(公交站),
123.508545,41.840816,公交,观泉路五金建材市场站(公交站),
123.394028,41.815666,公交,皇姑屯火车站站(公交站),
123.414108,41.87257,公交,赤山路黄河大街站(公交站),
123.399147,41.837749,公交,怒江街新开河(公交站),
123.355011,41.834885,公交,东北汽配城东(公交站),
123.428421,41.811676,公交,哈尔滨路北京街(公交站),
123.399315,41.836876,公交,怒江北街新开河站(公交站),
123.399055,41.741646,公交,长白中路长白三街(临时站)(公交站),
123.509689,41.810471,公交,新东二街和睦路(公交站),
123.480614,41.864532,公交,轩业四路望花街(临时站)(公交站),
123.397858,41.742496,公交,长白三街长白中路(公交站),
123.407562,41.734268,公交,仙岛南路南京街(公交站),
123.323547,41.765388,公交,仙女河北路大通湖街(公交站),
123.320877,41.764679,公交,金龙湖街仙女河北路(公交站),
123.40274,41.730309,公交,长白三街长白南路(公交站),
123.421944,41.686039,公交,百荷湾(白塔堡)(公交站),
123.500626,41.769321,公交,方青北路方荣街(临时站)(公交站),
123.450172,41.715839,公交,浑南区政府(公交站),
123.440437,41.840626,公交,武功山小区(公交站),
123.366211,41.790955,公交,南七路贵和街(公交站),
123.388985,41.77634,公交,太原街南十马路站(公交站),
123.387039,41.830528,公交,太平庄站(公交站),
123.45491,41.787968,公交,热闹路小南街(五爱市场东)(公交站),
123.478333,41.817654,公交,辽沈二街如意三街(公交站),
123.384087,41.762096,公交,万和花园站(公交站),
123.386864,41.766479,公交,砂南路砂阳路站(公交站),
123.40155,41.819714,公交,皇姑公安分局站(公交站),
123.40078,41.77396,公交,市第六医院站(公交站),
123.428612,41.811401,公交,哈尔滨路青年北大街站(公交站),
123.438866,41.812622,公交,惠工广场西站(公交站),
123.483406,41.831837,公交,上园小区站(公交站),
123.468414,41.822701,公交,洮昌小区站(公交站),
123.3461,41.778458,公交,沈辽路齐贤街站(公交站),
123.411659,41.819359,公交,碧塘公园南站(公交站),
123.366211,41.81377,公交,保工街北二路站(公交站),
123.434276,41.82172,公交,北站北广场站(公交站),
123.414635,41.804527,公交,西塔东站(公交站),
123.405685,41.74873,公交,翰逸华园站(公交站),
123.44622,41.731155,公交,融城时代站(公交站),
123.412354,41.731819,公交,和安街长白南路站(公交站),
123.446259,41.80727,公交,令闻街教场路(公交站),
123.441132,41.771351,公交,陆军总院(沈阳二中)(公交站),
123.404198,41.749359,公交,长白北路长白四街站(公交站),
123.427353,41.762135,公交,华强广场站(公交站),
123.428711,41.807598,公交,市人大站(公交站),
123.456795,41.834721,公交,鸭绿江街崇山路站(公交站),
123.443245,41.833237,公交,华商晨报站(公交站),
123.399925,41.798901,公交,胜利大街北二马路站(公交站),
123.413033,41.819805,公交,碧塘公园西站(公交站),
123.501099,41.773102,公交,方方园小区(公交站),
123.426788,41.802227,公交,八一公园东站(公交站),
123.430115,41.771595,公交,展览馆站(公交站),
123.448364,41.764488,公交,宏伟新都站(公交站),
123.428062,41.777687,公交,鲁迅美术学院站(公交站),
123.425911,41.787445,公交,第七医院站(公交站),
123.397789,41.769463,公交,市第六医院南站(公交站),
123.472801,41.80481,公交,津桥路小什字街站(公交站),
123.415863,41.788544,公交,十一纬路招商银行站(公交站),
123.484764,41.821934,公交,临时站(公交站),
123.419121,41.804714,公交,市检察院站(公交站),
123.427795,41.772835,公交,盛京医院南湖院区站(公交站),
123.361977,41.78989,公交,中国家具城(公交站),
123.334633,41.820305,公交,东北制药厂站(公交站),
123.351974,41.778854,公交,艳粉街沈辽路站(公交站),
123.385597,41.74411,公交,万科城站(公交站),
123.467155,41.831192,公交,恒驰物流北门(公交站),
123.406479,41.916668,公交,唐轩公馆(正良二路)(公交站),
123.332924,41.824543,公交,小北一路重工街(公交站),
123.376411,41.801701,公交,兴华街北三路(公交站),
123.473351,41.775036,公交,泉园一路(临时站)(公交站),
123.36573,41.787617,公交,兴华公园东(公交站),
123.402931,41.784611,公交,体育广场站(公交站),
123.419983,41.835526,公交,省实验中学站(公交站),
123.392128,41.772717,公交,南京街南十马路站(公交站),
123.337662,41.765415,公交,宏发华城(公交站),
123.361198,41.808762,公交,北三路保工街(公交站),
123.367607,41.83065,公交,昆山路前塔湾站(公交站),
123.319412,41.76873,公交,新型建材厂站(公交站),
123.316994,41.767193,公交,三隆碧桂园站(公交站),
123.292305,41.75996,公交,沈辽路大明湖街站(公交站),
123.453743,41.797077,公交,故宫西华门(公交站),
123.488045,41.870834,公交,沈阳职业技术学院(临时站)(公交站),
123.396477,41.821613,公交,华山路怒江街(公交站),
123.411324,41.816353,公交,华山路长江街(公交站),
123.435707,41.814999,公交,沈阳北站站前(公交站),
123.406372,41.771133,公交,南湖公园西门南(公交站),
123.409225,41.788536,公交,中华路(公交站),
123.40155,41.733246,公交,长白三街仙岛南路(公交站),
123.399094,41.730858,公交,兴岛路长白三街(公交站),
123.369102,41.811306,公交,齐贤街北二路(公交站),
123.372612,41.815964,公交,沈阳国际纺织服装城西(公交站),
123.454826,41.840885,公交,铁山路鸭绿江街(公交站),
123.449364,41.829697,公交,陵园街宁山路(公交站),
123.383377,41.826664,公交,中海寰宇天下站(公交站),
123.359337,41.826107,公交,向工街明廉路站(公交站),
123.431572,41.797817,公交,青年大街中山路(公交站),
123.501305,41.844444,公交,大东区政务服务中心(公交站),
123.449486,41.744049,公交,浦江苑(公交站),
123.483253,41.807697,公交,龙之梦客运站(公交站),
123.435646,41.808414,公交,惠工街哈尔滨路(公交站),
123.452393,41.78421,公交,沈阳五爱(公交站),
123.442589,41.786903,公交,五爱西区西(公交站),
123.371315,41.770813,公交,滑翔路凌空二街西(公交站),
123.436836,41.765236,公交,佳兆业广场(公交站),
123.442795,41.776131,公交,地王国际花园(公交站),
123.389763,41.816719,公交,皇姑屯事件博物馆(公交站),
123.322563,41.790733,公交,强工二街南十二西路(公交站),
123.399742,41.76812,公交,和平大街砂阳路(公交站),
123.327972,41.778343,公交,长客西站(公交站),
123.543121,42.050457,公交,城建锦泉蓝湾(公交站),
123.35276,42.74799,公交,贺炯街(公交站),
123.436302,41.965317,公交,进步新居(公交站),
123.206352,41.763889,公交,十六号街开发大道(公交站),
123.566811,41.961365,公交,沈阳利源轨道交通(公交站),
123.5812,41.743507,公交,古城子西(公交站),
123.537086,41.94664,公交,小古城街蒲平路(公交站),
123.458008,41.655499,公交,智慧三街创新路(公交站),
123.182854,41.698181,公交,马贝村(公交站),
123.643082,42.023258,公交,柳条河(公交站),
123.404976,42.12336,公交,拉塔湖(公交站),
123.384224,42.001373,公交,大辛二村(公交站),
123.467247,42.135643,公交,达连(公交站),
123.326569,41.661507,公交,消防队(公交站),
123.352219,41.624462,公交,中意橱柜(公交站),
123.372055,41.933914,公交,宏达锻造(公交站),
123.539467,41.498901,公交,黑牛(公交站),
123.341225,41.661633,公交,青年桥站(公交站),
123.211166,41.764542,公交,机车车辆厂(公交站),
123.3619,41.821285,公交,粮食市场站(公交站),
123.402939,41.776764,公交,和平大街南七马路站(公交站),
123.413033,41.819809,公交,碧塘公园(公交站),
123.375847,41.790436,公交,云峰街建设大路站(公交站),
123.41378,41.797848,公交,中山广场东站(公交站),
123.404823,41.915237,公交,唐轩公馆站(公交站),
123.338478,41.79575,公交,启工机械学校站(公交站),
123.373367,41.981495,公交,道义工业园(公交站),
123.485535,41.66674,公交,创新路桃仙街(公交站),
123.259705,42.053436,公交,光明村(公交站),
123.21283,41.78027,公交,菁华商业管理学校(公交站),
123.536926,41.943108,公交,欧园会议中心(公交站),
123.658424,41.779266,公交,深井子医院(公交站),
123.385307,41.651707,公交,反腐倡廉展览馆(公交站),
123.630486,41.811359,公交,东湖学校(公交站),
123.334526,41.938351,公交,平马路平罗中街(公交站),
123.468819,41.769081,公交,出租汽车公司南(公交站),
123.346451,41.814178,公交,启工街北三路(公交站),
123.333153,41.828362,公交,重工北街(公交站),
123.482574,41.804543,公交,津桥路滂江街(公交站),
123.383675,41.764866,公交,砂南路砂山街站(公交站),
123.405106,41.818508,公交,华山路珠江街站(公交站),
123.45002,41.807468,公交,太清宫北站(公交站),
123.359726,41.813988,公交,北二路奖工街站(公交站),
123.416183,41.77803,公交,回民中学站(公交站),
123.369156,41.766521,公交,凌空二街南滑翔路站(公交站),
123.464493,41.793598,公交,小河沿站(公交站),
123.436371,41.83292,公交,儿童医院站(公交站),
123.384438,41.803581,公交,北二路云峰街站(公交站),
123.335228,41.747768,公交,南阳湖街汪河路站(公交站),
123.452408,41.813648,公交,小北关街团结路(公交站),
123.348343,41.818428,公交,启工街北二路(公交站),
123.365067,41.794083,公交,南六路勋望街(公交站),
123.471046,41.81089,公交,小什字街中学堂路(公交站),
123.402245,41.786934,公交,中山公园西站(公交站),
123.330589,41.769825,公交,吉力湖街仙女河北路(公交站),
123.346024,41.79388,公交,南九路卫工街站(公交站),
123.377831,41.823116,公交,碧流河街玉山路(公交站),
123.449188,41.831707,公交,陵园街崇山路(公交站),
123.437828,41.7967,公交,药王庙路大西电子市场(公交站),
123.334091,41.778694,公交,仙女湖公园北站(公交站),
123.609428,42.02808,公交,清水西街(公交站),
123.367485,41.652706,公交,雪花啤酒厂(公交站),
123.676956,41.699715,公交,招呼站(公交站),
123.256668,42.0508,公交,西三台子(公交站),
123.461517,41.953712,公交,尚柏奥莱(公交站),
123.379242,41.922066,公交,省实验沈北合作校(公交站),
123.329224,41.651772,公交,丁香街沙柳路(公交站),
123.414391,41.791809,公交,和平大街九纬路(公交站),
123.455002,41.792999,公交,市环保局(公交站),
123.45578,41.654636,公交,国家大学科技城管委会(公交站),
123.385864,41.957119,公交,地铁惠民新城(公交站),
123.389069,41.742764,公交,高炮一师西站(公交站),
123.442032,41.78978,公交,奉天街北热闹路站(公交站),
123.38253,41.799274,公交,云峰街北三路站(公交站),
123.418152,41.818573,公交,第四医院南站(公交站),
123.337608,41.767395,公交,吉力湖街仙女河路站(公交站),
123.461067,41.793026,公交,大南门东站(公交站),
123.422455,41.804832,公交,北市场站(公交站),
123.344986,41.785728,公交,保工街南十二路站(公交站),
123.398438,41.847668,公交,格林阳光站(公交站),
123.512978,41.871662,公交,榆林大街38号(公交站),
123.276855,41.87862,公交,小三家子(公交站),
123.435982,41.832642,公交,市儿童医院(公交站),
123.4645,41.795238,公交,大东门站(公交站),
123.551376,42.049114,公交,辽宁北汤温泉(公交站),
123.458229,41.916218,公交,蒲盛路陵园北街(公交站),
123.504303,42.113876,公交,黄家村(公交站),
123.334427,41.659443,公交,区水利局(公交站),
123.334541,41.659531,公交,水利局(公交站),
123.568848,41.846397,公交,后陵食杂店(公交站),
123.674896,42.018776,公交,马刚(公交站),
123.589241,41.515594,公交,马耳山(公交站),
123.352608,42.142414,公交,石佛二村(公交站),
123.353447,41.932152,公交,上蒲河西(公交站),
123.317612,42.067173,公交,兴光(公交站),
123.369843,41.799709,公交,北四路贵和街(公交站),
123.461166,41.772972,公交,南塔客运站(东行)(公交站),
123.477127,41.835106,公交,上园路合作街站(公交站),
123.479858,41.828262,公交,北方客运公司站(公交站),
123.391571,41.787922,公交,胜利大街南五马路站(公交站),
123.40152,41.791759,公交,中华路太原街站(公交站),
123.411743,41.788357,公交,马路湾北站(公交站),
123.331108,41.779827,公交,赞工街沈新路站(公交站),
123.436737,41.787083,公交,热闹路顺通路(公交站),
123.421532,41.782085,公交,十四纬路五经街站(公交站),
123.471817,41.801022,公交,天龙家园站(公交站),
123.456856,41.841412,公交,剑苑小区站(公交站),
123.434692,41.799488,公交,中山路杏林街站(公交站),
123.440948,41.795883,公交,奉天街药王庙路站(公交站),
123.355591,41.769573,公交,东北机电五金城站(公交站),
123.466927,41.797314,公交,大东车库(临时站)(公交站),
123.390541,41.836468,公交,水榭花都站(公交站),
123.37294,41.865192,公交,松山路西江街(公交站),
123.406952,41.865486,公交,长江街北固山路站(公交站),
123.461487,41.769337,公交,文化路天坛一街(公交站),
123.388527,41.796623,公交,兴工街北三路站(公交站),
123.402145,41.916737,公交,航空航天大学地铁口(公交站),
123.380074,41.787792,公交,南六路兴工街(公交站),
123.414116,41.982552,公交,太平洋工业园(公交站),
122.855553,41.970058,公交,八里堡站(公交站),
123.348244,41.934235,公交,长安驾校(公交站),
123.611557,41.646301,公交,李相(公交站),
123.352737,41.912842,公交,五彩阳光城(一期)(公交站),
123.166008,41.738079,公交,沈西五东路细河九北街(公交站),
123.352913,42.746964,公交,华通利商业城(公交站),
123.428749,42.016979,公交,财落医院(公交站),
123.383659,41.631683,公交,赵家甸子村(公交站),
123.685966,41.68367,公交,招呼站(公交站),
123.394997,41.815773,公交,皇姑屯火车站(公交站),
123.354355,42.736423,公交,客运站(公交站),
123.515541,41.83036,公交,市艺术学校(公交站),
123.29847,41.73148,公交,谟家小学(公交站),
123.325378,41.674122,公交,长城佳园站(公交站),
123.357567,42.706745,公交,东关屯(公交站),
123.608078,41.666939,公交,沈李线路口(公交站),
123.36985,41.959942,公交,惠生新城(公交站),
123.354942,42.715839,公交,小康(公交站),
123.360626,42.701687,公交,东关学校(公交站),
122.820381,42.003075,公交,新铁佳园(公交站),
123.133614,41.791428,公交,胡台新城(公交站),
123.721161,41.863541,公交,砖瓦村(公交站),
123.301132,42.077934,公交,稻梦空间(公交站),
123.257896,41.762093,公交,澳海7号公馆(公交站),
123.213188,41.750702,公交,辽宁交通轨道学院(公交站),
123.41304,41.930183,公交,香缇澜山(公交站),
123.626701,41.685127,公交,辽宁特教师范学校(公交站),
123.36541,42.01218,公交,采摘园(公交站),
123.629883,41.734303,公交,招呼站(公交站),
123.530807,42.04908,公交,贵州路北斗街(临时站)(公交站),
123.506927,41.796391,公交,东塔站(公交站),
123.513344,41.784489,公交,上木厂站(公交站),
123.447403,41.948811,公交,龙湖源著西门(公交站),
123.426231,41.926754,公交,七星大街沈北路(公交站),
123.213196,41.750408,公交,辽宁轨道交通学院(公交站),
123.345245,41.664948,公交,区中心医院(公交站),
123.534775,42.050083,公交,新城子房产大厦(公交站),
123.344818,41.661022,公交,房产大厦(公交站),
123.369652,42.669888,公交,姜家窝堡(公交站),
123.376595,42.658585,公交,拉马屯(公交站),
123.396255,41.925175,公交,辽宁大学道义校区(公交站),
123.479713,41.842632,公交,辽美印刷厂站(公交站),
123.416992,41.959831,公交,方特欢乐世界南门(公交站),
123.424767,41.738884,公交,仙岛北路南堤路(公交站),
123.27639,41.765968,公交,四号街地铁站(公交站),
123.511833,41.940853,公交,交校北门(公交站),
123.43042,41.682961,公交,白塔一街全运路站(公交站),
123.522041,41.746597,公交,建筑大学东门(公交站),
123.509438,41.694561,公交,盛世园田居营销中心(公交站),
123.387947,41.895821,公交,怒江北街西(公交站),
123.368904,41.677914,公交,金钱松路蕙兰二街(公交站),
123.430145,41.895557,公交,荣盛城(公交站),
123.384819,41.762737,公交,河北街二校(公交站),
123.524193,42.049477,公交,新城子大市场南门(公交站),
123.512161,41.807434,公交,新光红缨小区(公交站),
123.431618,41.739578,公交,南堤路金阳大街(公交站),
123.446098,41.744019,公交,南堤路三义街(公交站),
123.349602,41.864277,公交,小转弯(公交站),
123.384392,41.901974,公交,方溪湖(公交站),
123.551826,41.820862,公交,辽宁省农业技术学校(公交站),
123.472336,41.762058,公交,银河丽湾(公交站),
123.389954,41.873051,公交,省武警总队(公交站),
123.507416,41.754395,公交,南堤路文乐街(公交站),
123.394699,41.740677,公交,长白中路长白二街(公交站),
123.286232,41.801987,公交,东平湖街和泰新城(公交站),
123.404625,41.893936,公交,青城山路京沈西二线(公交站),
123.565247,41.69553,公交,元科蜡厂(公交站),
123.331444,41.768314,公交,仙女河北路(公交站),
123.426094,41.734528,公交,名流幸福小区站(公交站),
123.478172,41.858997,公交,东方欧博城站(公交站),
123.427673,41.731224,公交,铸造厂站(公交站),
123.345642,41.825417,公交,北一路肇工街站(公交站),
123.409218,41.907658,公交,沈阳师范大学站(公交站),
123.470444,41.898918,公交,金山二手市场(公交站),
123.521736,41.820045,公交,南东贸路八家子(公交站),
123.269112,41.754379,公交,家宁花园站(公交站),
123.25016,41.753078,公交,十三号路八号街(公交站),
123.55851,41.776081,公交,格林阳光城(公交站),
123.350739,41.857391,公交,元江街松山路(公交站),
123.483902,41.850571,公交,望花新村(公交站),
123.441254,41.688351,公交,高深路智慧大街(公交站),
123.406052,41.9133,公交,正良二路(公交站),
123.34137,41.934586,公交,宝能水岸康城(公交站),
123.231468,41.828529,公交,爱国家园(公交站),
123.581161,41.95644,公交,海吉星物流园(公交站),
123.29689,42.088902,公交,四龙湾(公交站),
123.331635,41.624134,公交,明腾科技(公交站),
123.554314,41.698433,公交,泉园办事处(公交站),
123.52343,41.578529,公交,塔山公墓(公交站),
123.432213,42.145451,公交,高坎村(公交站),
123.204216,42.002537,公交,解放北(公交站),
123.4608,41.848782,公交,富山花园西门(公交站),
123.488899,41.827412,公交,东辽街联合路(公交站),
123.378693,41.830112,公交,塔湾邮局站(公交站),
123.462921,41.763977,公交,临时站(公交站),
123.476791,41.819939,公交,辽沈二街东北大马路站(公交站),
123.479507,41.815849,公交,辽沈二街工农路站(公交站),
123.345688,41.798538,公交,南七路卫工街(卫工一校)(公交站),
123.431519,41.786823,公交,大西菜行站(公交站),
123.377228,41.828247,公交,昆山路塔湾东站(公交站),
123.349548,41.791771,公交,保工街南十路站(公交站),
123.376648,41.804779,公交,小北二路兴华街站(公交站),
123.344292,41.796295,公交,南八路卫工街站(公交站),
123.328056,41.797234,公交,建业路重工街站(公交站),
123.352859,41.780315,公交,沈辽路艳粉街站(公交站),
123.358772,41.78067,公交,沈辽路兴华街站(公交站),
123.366302,41.781925,公交,沈辽路云峰街站(公交站),
123.340729,41.799755,公交,市中心医院站(公交站),
123.353737,41.814426,公交,卫工街北二路站(公交站),
123.41655,41.781036,公交,省水利厅站(公交站),
123.37059,41.783516,公交,云峰街沈辽路站(公交站),
123.337425,41.750317,公交,碧桂园银河城站(公交站),
123.442947,41.780827,公交,风雨坛街西滨河路站(公交站),
123.423592,41.757885,公交,新世界花园站(公交站),
123.412346,41.828094,公交,长江街宁山路站(公交站),
123.456886,41.849831,公交,富丽阳光站(公交站),
123.456993,41.845493,公交,中驰汽贸站(公交站),
123.411011,41.842865,公交,沙河子小区站(公交站),
123.411232,41.808464,公交,储备局站(公交站),
123.413185,41.817909,公交,家具广场站(公交站),
123.337433,41.765228,公交,临河街宏发华城站(公交站),
123.443405,41.73465,公交,浑南西路夹河街站(公交站),
123.393806,41.854652,公交,万科四季花城北一门(公交站),
123.432533,41.803719,公交,市府广场西站(公交站),
